ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
480,2/24/2035,2/24/2035,2/24/2035,11885,SO52266,2.29
353,2/25/2035,2/25/2035,2/25/2035,11529,SO52267,2319.99
485,2/26/2035,2/26/2035,2/26/2035,11529,SO52267,21.98
478,2/27/2035,2/27/2035,2/27/2035,11529,SO52267,9.99
225,2/28/2035,2/28/2035,2/28/2035,11529,SO52267,8.99
477,3/1/2035,3/1/2035,3/1/2035,11529,SO52267,4.99
569,3/2/2035,3/2/2035,3/2/2035,25752,SO52268,742.35
479,3/3/2035,3/3/2035,3/3/2035,25752,SO52268,8.99
477,3/4/2035,3/4/2035,3/4/2035,25752,SO52268,4.99
561,3/5/2035,3/5/2035,3/5/2035,28719,SO52269,2384.07
591,3/6/2035,3/6/2035,3/6/2035,11947,SO52270,564.99
535,3/7/2035,3/7/2035,3/7/2035,11947,SO52270,24.99
528,3/8/2035,3/8/2035,3/8/2035,11947,SO52270,4.99
217,3/9/2035,3/9/2035,3/9/2035,11947,SO52270,34.99
353,3/10/2035,3/10/2035,3/10/2035,11055,SO52271,2319.99
537,3/11/2035,3/11/2035,3/11/2035,11055,SO52271,35
528,3/12/2035,3/12/2035,3/12/2035,11055,SO52271,4.99
217,3/13/2035,3/13/2035,3/13/2035,11055,SO52271,34.99
564,3/14/2035,3/14/2035,3/14/2035,24522,SO52272,2384.07
472,3/15/2035,3/15/2035,3/15/2035,24522,SO52272,63.5
214,3/16/2035,3/16/2035,3/16/2035,24522,SO52272,34.99
562,3/17/2035,3/17/2035,3/17/2035,24528,SO52273,2384.07
541,3/18/2035,3/18/2035,3/18/2035,24528,SO52273,28.99
530,3/19/2035,3/19/2035,3/19/2035,24528,SO52273,4.99
480,3/20/2035,3/20/2035,3/20/2035,24528,SO52273,2.29
563,3/21/2035,3/21/2035,3/21/2035,24529,SO52274,2384.07
479,3/22/2035,3/22/2035,3/22/2035,24529,SO52274,8.99
477,3/23/2035,3/23/2035,3/23/2035,24529,SO52274,4.99
584,3/24/2035,3/24/2035,3/24/2035,21609,SO52275,539.99
477,3/25/2035,3/25/2035,3/25/2035,21609,SO52275,4.99
479,3/26/2035,3/26/2035,3/26/2035,21609,SO52275,8.99
604,3/27/2035,3/27/2035,3/27/2035,21059,SO52276,539.99
479,3/28/2035,3/28/2035,3/28/2035,21059,SO52276,8.99
477,3/29/2035,3/29/2035,3/29/2035,21059,SO52276,4.99
490,3/30/2035,3/30/2035,3/30/2035,21059,SO52276,53.99
225,3/31/2035,3/31/2035,3/31/2035,21059,SO52276,8.99
604,4/1/2035,4/1/2035,4/1/2035,21041,SO52277,539.99
538,4/2/2035,4/2/2035,4/2/2035,21041,SO52277,21.49
529,4/3/2035,4/3/2035,4/3/2035,21041,SO52277,3.99
463,4/4/2035,4/4/2035,4/4/2035,21041,SO52277,24.49
378,4/5/2035,4/5/2035,4/5/2035,18484,SO52278,2443.35
529,4/6/2035,4/6/2035,4/6/2035,18484,SO52278,3.99
540,4/7/2035,4/7/2035,4/7/2035,18484,SO52278,32.6
222,4/8/2035,4/8/2035,4/8/2035,18484,SO52278,34.99
372,4/9/2035,4/9/2035,4/9/2035,18249,SO52279,2443.35
477,4/10/2035,4/10/2035,4/10/2035,18249,SO52279,4.99
479,4/11/2035,4/11/2035,4/11/2035,18249,SO52279,8.99
225,4/12/2035,4/12/2035,4/12/2035,18249,SO52279,8.99
374,4/13/2035,4/13/2035,4/13/2035,18288,SO52280,2443.35
529,4/14/2035,4/14/2035,4/14/2035,18288,SO52280,3.99
540,4/15/2035,4/15/2035,4/15/2035,18288,SO52280,32.6
217,4/16/2035,4/16/2035,4/16/2035,18288,SO52280,34.99
579,4/17/2035,4/17/2035,4/17/2035,14051,SO52281,1214.85
479,4/18/2035,4/18/2035,4/18/2035,14051,SO52281,8.99
477,4/19/2035,4/19/2035,4/19/2035,14051,SO52281,4.99
481,4/20/2035,4/20/2035,4/20/2035,14051,SO52281,8.99
361,4/21/2035,4/21/2035,4/21/2035,11494,SO52282,2294.99
214,4/22/2035,4/22/2035,4/22/2035,11494,SO52282,34.99
225,4/23/2035,4/23/2035,4/23/2035,12091,SO52283,8.99
484,4/24/2035,4/24/2035,4/24/2035,28604,SO52284,7.95
535,4/25/2035,4/25/2035,4/25/2035,13158,SO52285,24.99
528,4/26/2035,4/26/2035,4/26/2035,13158,SO52285,4.99
217,4/27/2035,4/27/2035,4/27/2035,13158,SO52285,34.99
535,4/28/2035,4/28/2035,4/28/2035,11146,SO52286,24.99
528,4/29/2035,4/29/2035,4/29/2035,11146,SO52286,4.99
477,4/30/2035,4/30/2035,4/30/2035,11146,SO52286,4.99
478,5/1/2035,5/1/2035,5/1/2035,11146,SO52286,9.99
225,5/2/2035,5/2/2035,5/2/2035,11146,SO52286,8.99
539,5/3/2035,5/3/2035,5/3/2035,17284,SO52287,24.99
529,5/4/2035,5/4/2035,5/4/2035,17284,SO52287,3.99
480,5/5/2035,5/5/2035,5/5/2035,17284,SO52287,2.29
536,5/6/2035,5/6/2035,5/6/2035,21391,SO52288,29.99
485,5/7/2035,5/7/2035,5/7/2035,22839,SO52289,21.98
478,5/8/2035,5/8/2035,5/8/2035,22839,SO52289,9.99
477,5/9/2035,5/9/2035,5/9/2035,22839,SO52289,4.99
480,5/10/2035,5/10/2035,5/10/2035,22839,SO52289,2.29
537,5/11/2035,5/11/2035,5/11/2035,22848,SO52290,35
528,5/12/2035,5/12/2035,5/12/2035,22848,SO52290,4.99
528,5/13/2035,5/13/2035,5/13/2035,26032,SO52291,4.99
480,5/14/2035,5/14/2035,5/14/2035,26032,SO52291,2.29
237,5/15/2035,5/15/2035,5/15/2035,14317,SO52292,49.99
541,5/16/2035,5/16/2035,5/16/2035,19584,SO52293,28.99
530,5/17/2035,5/17/2035,5/17/2035,19584,SO52293,4.99
487,5/18/2035,5/18/2035,5/18/2035,19584,SO52293,54.99
583,5/19/2035,5/19/2035,5/19/2035,17096,SO52294,1700.99
581,5/20/2035,5/20/2035,5/20/2035,17107,SO52295,1700.99
222,5/21/2035,5/21/2035,5/21/2035,17107,SO52295,34.99
599,5/22/2035,5/22/2035,5/22/2035,14951,SO52296,539.99
214,5/23/2035,5/23/2035,5/23/2035,14951,SO52296,34.99
593,5/24/2035,5/24/2035,5/24/2035,17715,SO52297,564.99
222,5/25/2035,5/25/2035,5/25/2035,17715,SO52297,34.99
231,5/26/2035,5/26/2035,5/26/2035,17715,SO52297,49.99
529,5/27/2035,5/27/2035,5/27/2035,11198,SO52298,3.99
217,5/28/2035,5/28/2035,5/28/2035,11198,SO52298,34.99
463,5/29/2035,5/29/2035,5/29/2035,11198,SO52298,24.49
530,5/30/2035,5/30/2035,5/30/2035,11212,SO52299,4.99
541,5/31/2035,5/31/2035,5/31/2035,26807,SO52300,28.99
530,6/1/2035,6/1/2035,6/1/2035,26807,SO52300,4.99
214,6/2/2035,6/2/2035,6/2/2035,26807,SO52300,34.99
528,6/3/2035,6/3/2035,6/3/2035,25839,SO52301,4.99
535,6/4/2035,6/4/2035,6/4/2035,25839,SO52301,24.99
478,6/5/2035,6/5/2035,6/5/2035,25839,SO52301,9.99
477,6/6/2035,6/6/2035,6/6/2035,25839,SO52301,4.99
491,6/7/2035,6/7/2035,6/7/2035,25839,SO52301,53.99
225,6/8/2035,6/8/2035,6/8/2035,25839,SO52301,8.99
540,6/9/2035,6/9/2035,6/9/2035,11724,SO52302,32.6
529,6/10/2035,6/10/2035,6/10/2035,11724,SO52302,3.99
217,6/11/2035,6/11/2035,6/11/2035,11724,SO52302,34.99
536,6/12/2035,6/12/2035,6/12/2035,22980,SO52303,29.99
478,6/13/2035,6/13/2035,6/13/2035,12202,SO52304,9.99
477,6/14/2035,6/14/2035,6/14/2035,12202,SO52304,4.99
217,6/15/2035,6/15/2035,6/15/2035,12202,SO52304,34.99
477,6/16/2035,6/16/2035,6/16/2035,25335,SO52305,4.99
487,6/17/2035,6/17/2035,6/17/2035,25335,SO52305,54.99
477,6/18/2035,6/18/2035,6/18/2035,18095,SO52306,4.99
488,6/19/2035,6/19/2035,6/19/2035,18095,SO52306,53.99
528,6/20/2035,6/20/2035,6/20/2035,21412,SO52307,4.99
487,6/21/2035,6/21/2035,6/21/2035,21412,SO52307,54.99
528,6/22/2035,6/22/2035,6/22/2035,15443,SO52308,4.99
480,6/23/2035,6/23/2035,6/23/2035,15443,SO52308,2.29
541,6/24/2035,6/24/2035,6/24/2035,11566,SO52309,28.99
530,6/25/2035,6/25/2035,6/25/2035,11566,SO52309,4.99
480,6/26/2035,6/26/2035,6/26/2035,11566,SO52309,2.29
486,6/27/2035,6/27/2035,6/27/2035,11566,SO52309,159
541,6/28/2035,6/28/2035,6/28/2035,14208,SO52310,28.99
530,6/29/2035,6/29/2035,6/29/2035,14208,SO52310,4.99
467,6/30/2035,6/30/2035,6/30/2035,14208,SO52310,24.49
477,7/1/2035,7/1/2035,7/1/2035,21868,SO52311,4.99
541,7/2/2035,7/2/2035,7/2/2035,29428,SO52312,28.99
530,7/3/2035,7/3/2035,7/3/2035,29428,SO52312,4.99
477,7/4/2035,7/4/2035,7/4/2035,29428,SO52312,4.99
479,7/5/2035,7/5/2035,7/5/2035,29428,SO52312,8.99
541,7/6/2035,7/6/2035,7/6/2035,28409,SO52313,28.99
528,7/7/2035,7/7/2035,7/7/2035,11260,SO52314,4.99
537,7/8/2035,7/8/2035,7/8/2035,11260,SO52314,35
480,7/9/2035,7/9/2035,7/9/2035,11260,SO52314,2.29
225,7/10/2035,7/10/2035,7/10/2035,12327,SO52315,8.99
217,7/11/2035,7/11/2035,7/11/2035,11438,SO52316,34.99
477,7/12/2035,7/12/2035,7/12/2035,11350,SO52317,4.99
479,7/13/2035,7/13/2035,7/13/2035,11350,SO52317,8.99
465,7/14/2035,7/14/2035,7/14/2035,11350,SO52317,24.49
588,7/15/2035,7/15/2035,7/15/2035,13882,SO52318,769.49
536,7/16/2035,7/16/2035,7/16/2035,13882,SO52318,29.99
528,7/17/2035,7/17/2035,7/17/2035,13882,SO52318,4.99
222,7/18/2035,7/18/2035,7/18/2035,13882,SO52318,34.99
361,7/19/2035,7/19/2035,7/19/2035,11324,SO52319,2294.99
485,7/20/2035,7/20/2035,7/20/2035,11324,SO52319,21.98
237,7/21/2035,7/21/2035,7/21/2035,11324,SO52319,49.99
355,7/22/2035,7/22/2035,7/22/2035,11678,SO52320,2319.99
480,7/23/2035,7/23/2035,7/23/2035,11678,SO52320,2.29
361,7/24/2035,7/24/2035,7/24/2035,11189,SO52321,2294.99
528,7/25/2035,7/25/2035,7/25/2035,11189,SO52321,4.99
537,7/26/2035,7/26/2035,7/26/2035,11189,SO52321,35
485,7/27/2035,7/27/2035,7/27/2035,11189,SO52321,21.98
482,7/28/2035,7/28/2035,7/28/2035,11189,SO52321,8.99
363,7/29/2035,7/29/2035,7/29/2035,11216,SO52322,2294.99
537,7/30/2035,7/30/2035,7/30/2035,11216,SO52322,35
528,7/31/2035,7/31/2035,7/31/2035,11216,SO52322,4.99
214,8/1/2035,8/1/2035,8/1/2035,11216,SO52322,34.99
606,8/2/2035,8/2/2035,8/2/2035,20152,SO52323,539.99
463,8/3/2035,8/3/2035,8/3/2035,20152,SO52323,24.49
575,8/4/2035,8/4/2035,8/4/2035,28535,SO52324,2384.07
477,8/5/2035,8/5/2035,8/5/2035,28535,SO52324,4.99
479,8/6/2035,8/6/2035,8/6/2035,28535,SO52324,8.99
222,8/7/2035,8/7/2035,8/7/2035,28535,SO52324,34.99
575,8/8/2035,8/8/2035,8/8/2035,24669,SO52325,2384.07
214,8/9/2035,8/9/2035,8/9/2035,24669,SO52325,34.99
605,8/10/2035,8/10/2035,8/10/2035,21602,SO52326,539.99
479,8/11/2035,8/11/2035,8/11/2035,21602,SO52326,8.99
584,8/12/2035,8/12/2035,8/12/2035,21021,SO52327,539.99
538,8/13/2035,8/13/2035,8/13/2035,21021,SO52327,21.49
529,8/14/2035,8/14/2035,8/14/2035,21021,SO52327,3.99
472,8/15/2035,8/15/2035,8/15/2035,21021,SO52327,63.5
372,8/16/2035,8/16/2035,8/16/2035,18302,SO52328,2443.35
484,8/17/2035,8/17/2035,8/17/2035,18302,SO52328,7.95
359,8/18/2035,8/18/2035,8/18/2035,11480,SO52329,2294.99
477,8/19/2035,8/19/2035,8/19/2035,11480,SO52329,4.99
478,8/20/2035,8/20/2035,8/20/2035,11480,SO52329,9.99
225,8/21/2035,8/21/2035,8/21/2035,13668,SO52330,8.99
475,8/22/2035,8/22/2035,8/22/2035,13668,SO52330,69.99
237,8/23/2035,8/23/2035,8/23/2035,14053,SO52331,49.99
225,8/24/2035,8/24/2035,8/24/2035,14053,SO52331,8.99
480,8/25/2035,8/25/2035,8/25/2035,19087,SO52332,2.29
484,8/26/2035,8/26/2035,8/26/2035,19087,SO52332,7.95
489,8/27/2035,8/27/2035,8/27/2035,28333,SO52333,53.99
539,8/28/2035,8/28/2035,8/28/2035,28971,SO52334,24.99
480,8/29/2035,8/29/2035,8/29/2035,28971,SO52334,2.29
480,8/30/2035,8/30/2035,8/30/2035,11284,SO52335,2.29
484,8/31/2035,8/31/2035,8/31/2035,11284,SO52335,7.95
530,9/1/2035,9/1/2035,9/1/2035,29040,SO52336,4.99
214,9/2/2035,9/2/2035,9/2/2035,29040,SO52336,34.99
529,9/3/2035,9/3/2035,9/3/2035,26272,SO52337,3.99
538,9/4/2035,9/4/2035,9/4/2035,26272,SO52337,21.49
214,9/5/2035,9/5/2035,9/5/2035,26272,SO52337,34.99
541,9/6/2035,9/6/2035,9/6/2035,13944,SO52338,28.99
530,9/7/2035,9/7/2035,9/7/2035,13944,SO52338,4.99
480,9/8/2035,9/8/2035,9/8/2035,13944,SO52338,2.29
536,9/9/2035,9/9/2035,9/9/2035,23784,SO52339,29.99
528,9/10/2035,9/10/2035,9/10/2035,23784,SO52339,4.99
535,9/11/2035,9/11/2035,9/11/2035,25849,SO52340,24.99
480,9/12/2035,9/12/2035,9/12/2035,25849,SO52340,2.29
484,9/13/2035,9/13/2035,9/13/2035,25849,SO52340,7.95
536,9/14/2035,9/14/2035,9/14/2035,23824,SO52341,29.99
528,9/15/2035,9/15/2035,9/15/2035,23824,SO52341,4.99
214,9/16/2035,9/16/2035,9/16/2035,23824,SO52341,34.99
528,9/17/2035,9/17/2035,9/17/2035,23695,SO52342,4.99
536,9/18/2035,9/18/2035,9/18/2035,23695,SO52342,29.99
485,9/19/2035,9/19/2035,9/19/2035,23695,SO52342,21.98
217,9/20/2035,9/20/2035,9/20/2035,23695,SO52342,34.99
228,9/21/2035,9/21/2035,9/21/2035,23695,SO52342,49.99
225,9/22/2035,9/22/2035,9/22/2035,23695,SO52342,8.99
476,9/23/2035,9/23/2035,9/23/2035,20343,SO52343,69.99
477,9/24/2035,9/24/2035,9/24/2035,18569,SO52344,4.99
477,9/25/2035,9/25/2035,9/25/2035,17540,SO52345,4.99
225,9/26/2035,9/26/2035,9/26/2035,17540,SO52345,8.99
475,9/27/2035,9/27/2035,9/27/2035,27441,SO52346,69.99
225,9/28/2035,9/28/2035,9/28/2035,27441,SO52346,8.99
477,9/29/2035,9/29/2035,9/29/2035,13285,SO52347,4.99
484,9/30/2035,9/30/2035,9/30/2035,13285,SO52347,7.95
528,10/1/2035,10/1/2035,10/1/2035,29130,SO52348,4.99
480,10/2/2035,10/2/2035,10/2/2035,29130,SO52348,2.29
477,10/3/2035,10/3/2035,10/3/2035,23679,SO52349,4.99
214,10/4/2035,10/4/2035,10/4/2035,23679,SO52349,34.99
528,10/5/2035,10/5/2035,10/5/2035,14512,SO52350,4.99
214,10/6/2035,10/6/2035,10/6/2035,14512,SO52350,34.99
485,10/7/2035,10/7/2035,10/7/2035,21581,SO52351,21.98
480,10/8/2035,10/8/2035,10/8/2035,21581,SO52351,2.29
485,10/9/2035,10/9/2035,10/9/2035,14145,SO52352,21.98
480,10/10/2035,10/10/2035,10/10/2035,14145,SO52352,2.29
535,10/11/2035,10/11/2035,10/11/2035,16539,SO52353,24.99
477,10/12/2035,10/12/2035,10/12/2035,16539,SO52353,4.99
491,10/13/2035,10/13/2035,10/13/2035,16539,SO52353,53.99
536,10/14/2035,10/14/2035,10/14/2035,20138,SO52354,29.99
528,10/15/2035,10/15/2035,10/15/2035,20138,SO52354,4.99
222,10/16/2035,10/16/2035,10/16/2035,20138,SO52354,34.99
234,10/17/2035,10/17/2035,10/17/2035,20138,SO52354,49.99
536,10/18/2035,10/18/2035,10/18/2035,17771,SO52355,29.99
528,10/19/2035,10/19/2035,10/19/2035,17771,SO52355,4.99
222,10/20/2035,10/20/2035,10/20/2035,17771,SO52355,34.99
471,10/21/2035,10/21/2035,10/21/2035,20981,SO52356,63.5
477,10/22/2035,10/22/2035,10/22/2035,20981,SO52356,4.99
529,10/23/2035,10/23/2035,10/23/2035,20944,SO52357,3.99
486,10/24/2035,10/24/2035,10/24/2035,20944,SO52357,159
471,10/25/2035,10/25/2035,10/25/2035,20944,SO52357,63.5
541,10/26/2035,10/26/2035,10/26/2035,26414,SO52358,28.99
463,10/27/2035,10/27/2035,10/27/2035,26414,SO52358,24.49
530,10/28/2035,10/28/2035,10/28/2035,26414,SO52358,4.99
537,10/29/2035,10/29/2035,10/29/2035,14604,SO52359,35
355,10/30/2035,10/30/2035,10/30/2035,12050,SO52360,2319.99
537,10/31/2035,10/31/2035,10/31/2035,12050,SO52360,35
528,11/1/2035,11/1/2035,11/1/2035,12050,SO52360,4.99
485,11/2/2035,11/2/2035,11/2/2035,12050,SO52360,21.98
471,11/3/2035,11/3/2035,11/3/2035,12050,SO52360,63.5
584,11/4/2035,11/4/2035,11/4/2035,19771,SO52361,539.99
479,11/5/2035,11/5/2035,11/5/2035,19771,SO52361,8.99
477,11/6/2035,11/6/2035,11/6/2035,19771,SO52361,4.99
222,11/7/2035,11/7/2035,11/7/2035,19771,SO52361,34.99
604,11/8/2035,11/8/2035,11/8/2035,22301,SO52362,539.99
606,11/9/2035,11/9/2035,11/9/2035,22289,SO52363,539.99
538,11/10/2035,11/10/2035,11/10/2035,22289,SO52363,21.49
384,11/11/2035,11/11/2035,11/11/2035,19443,SO52364,1120.49
214,11/12/2035,11/12/2035,11/12/2035,19443,SO52364,34.99
225,11/13/2035,11/13/2035,11/13/2035,19443,SO52364,8.99
536,11/14/2035,11/14/2035,11/14/2035,17251,SO52365,29.99
528,11/15/2035,11/15/2035,11/15/2035,17251,SO52365,4.99
217,11/16/2035,11/16/2035,11/16/2035,17251,SO52365,34.99
529,11/17/2035,11/17/2035,11/17/2035,19954,SO52366,3.99
538,11/18/2035,11/18/2035,11/18/2035,19954,SO52366,21.49
214,11/19/2035,11/19/2035,11/19/2035,19954,SO52366,34.99
528,11/20/2035,11/20/2035,11/20/2035,24890,SO52367,4.99
217,11/21/2035,11/21/2035,11/21/2035,24890,SO52367,34.99
225,11/22/2035,11/22/2035,11/22/2035,26141,SO52368,8.99
476,11/23/2035,11/23/2035,11/23/2035,26141,SO52368,69.99
376,11/24/2035,11/24/2035,11/24/2035,23629,SO52369,2443.35
477,11/25/2035,11/25/2035,11/25/2035,23629,SO52369,4.99
225,11/26/2035,11/26/2035,11/26/2035,23629,SO52369,8.99
479,11/27/2035,11/27/2035,11/27/2035,23629,SO52369,8.99
374,11/28/2035,11/28/2035,11/28/2035,26420,SO52370,2443.35
480,11/29/2035,11/29/2035,11/29/2035,11527,SO52371,2.29
480,11/30/2035,11/30/2035,11/30/2035,28301,SO52372,2.29
486,12/1/2035,12/1/2035,12/1/2035,28301,SO52372,159
535,12/2/2035,12/2/2035,12/2/2035,12035,SO52373,24.99
528,12/3/2035,12/3/2035,12/3/2035,12035,SO52373,4.99
222,12/4/2035,12/4/2035,12/4/2035,12035,SO52373,34.99
225,12/5/2035,12/5/2035,12/5/2035,11631,SO52374,8.99
529,12/6/2035,12/6/2035,12/6/2035,11631,SO52375,3.99
484,12/7/2035,12/7/2035,12/7/2035,11631,SO52375,7.95
231,12/8/2035,12/8/2035,12/8/2035,11843,SO52376,49.99
467,12/9/2035,12/9/2035,12/9/2035,11843,SO52376,24.49
480,12/10/2035,12/10/2035,12/10/2035,11711,SO52377,2.29
484,12/11/2035,12/11/2035,12/11/2035,11711,SO52377,7.95
529,12/12/2035,12/12/2035,12/12/2035,16133,SO52378,3.99
540,12/13/2035,12/13/2035,12/13/2035,16133,SO52378,32.6
480,12/14/2035,12/14/2035,12/14/2035,16133,SO52378,2.29
529,12/15/2035,12/15/2035,12/15/2035,24393,SO52379,3.99
540,12/16/2035,12/16/2035,12/16/2035,24393,SO52379,32.6
540,12/17/2035,12/17/2035,12/17/2035,11200,SO52380,32.6
480,12/18/2035,12/18/2035,12/18/2035,11200,SO52380,2.29
486,12/19/2035,12/19/2035,12/19/2035,11200,SO52380,159
536,12/20/2035,12/20/2035,12/20/2035,12061,SO52381,29.99
528,12/21/2035,12/21/2035,12/21/2035,12061,SO52381,4.99
480,12/22/2035,12/22/2035,12/22/2035,12061,SO52381,2.29
536,12/23/2035,12/23/2035,12/23/2035,22365,SO52382,29.99
480,12/24/2035,12/24/2035,12/24/2035,22365,SO52382,2.29
478,12/25/2035,12/25/2035,12/25/2035,16085,SO52383,9.99
477,12/26/2035,12/26/2035,12/26/2035,16085,SO52383,4.99
465,12/27/2035,12/27/2035,12/27/2035,19695,SO52384,24.49
475,12/28/2035,12/28/2035,12/28/2035,19695,SO52384,69.99
474,12/29/2035,12/29/2035,12/29/2035,16666,SO52385,69.99
488,12/30/2035,12/30/2035,12/30/2035,16666,SO52385,53.99
477,12/31/2035,12/31/2035,12/31/2035,11331,SO52386,4.99
225,1/1/2036,1/1/2036,1/1/2036,11331,SO52386,8.99
528,1/2/2036,1/2/2036,1/2/2036,15198,SO52387,4.99
480,1/3/2036,1/3/2036,1/3/2036,15198,SO52387,2.29
485,1/4/2036,1/4/2036,1/4/2036,13458,SO52388,21.98
478,1/5/2036,1/5/2036,1/5/2036,13458,SO52388,9.99
477,1/6/2036,1/6/2036,1/6/2036,13458,SO52388,4.99
484,1/7/2036,1/7/2036,1/7/2036,13458,SO52388,7.95
528,1/8/2036,1/8/2036,1/8/2036,19080,SO52389,4.99
535,1/9/2036,1/9/2036,1/9/2036,19080,SO52389,24.99
539,1/10/2036,1/10/2036,1/10/2036,14866,SO52390,24.99
529,1/11/2036,1/11/2036,1/11/2036,14866,SO52390,3.99
480,1/12/2036,1/12/2036,1/12/2036,14866,SO52390,2.29
477,1/13/2036,1/13/2036,1/13/2036,17630,SO52391,4.99
529,1/14/2036,1/14/2036,1/14/2036,24561,SO52392,3.99
530,1/15/2036,1/15/2036,1/15/2036,16584,SO52393,4.99
214,1/16/2036,1/16/2036,1/16/2036,16584,SO52393,34.99
530,1/17/2036,1/17/2036,1/17/2036,17628,SO52394,4.99
480,1/18/2036,1/18/2036,1/18/2036,17628,SO52394,2.29
217,1/19/2036,1/19/2036,1/19/2036,12374,SO52395,34.99
363,1/20/2036,1/20/2036,1/20/2036,11666,SO52396,2294.99
528,1/21/2036,1/21/2036,1/21/2036,11666,SO52396,4.99
537,1/22/2036,1/22/2036,1/22/2036,11666,SO52396,35
214,1/23/2036,1/23/2036,1/23/2036,11666,SO52396,34.99
359,1/24/2036,1/24/2036,1/24/2036,11683,SO52397,2294.99
477,1/25/2036,1/25/2036,1/25/2036,11683,SO52397,4.99
478,1/26/2036,1/26/2036,1/26/2036,11683,SO52397,9.99
225,1/27/2036,1/27/2036,1/27/2036,11683,SO52397,8.99
584,1/28/2036,1/28/2036,1/28/2036,20159,SO52398,539.99
479,1/29/2036,1/29/2036,1/29/2036,20159,SO52398,8.99
477,1/30/2036,1/30/2036,1/30/2036,20159,SO52398,4.99
214,1/31/2036,1/31/2036,1/31/2036,20159,SO52398,34.99
606,2/1/2036,2/1/2036,2/1/2036,20157,SO52399,539.99
576,2/2/2036,2/2/2036,2/2/2036,24523,SO52400,2384.07
477,2/3/2036,2/3/2036,2/3/2036,24523,SO52400,4.99
479,2/4/2036,2/4/2036,2/4/2036,24523,SO52400,8.99
217,2/5/2036,2/5/2036,2/5/2036,24523,SO52400,34.99
237,2/6/2036,2/6/2036,2/6/2036,24523,SO52400,49.99
481,2/7/2036,2/7/2036,2/7/2036,24523,SO52400,8.99
386,2/8/2036,2/8/2036,2/8/2036,23750,SO52401,1120.49
214,2/9/2036,2/9/2036,2/9/2036,23750,SO52401,34.99
605,2/10/2036,2/10/2036,2/10/2036,22288,SO52402,539.99
538,2/11/2036,2/11/2036,2/11/2036,22288,SO52402,21.49
386,2/12/2036,2/12/2036,2/12/2036,19534,SO52403,1120.49
225,2/13/2036,2/13/2036,2/13/2036,19534,SO52403,8.99
237,2/14/2036,2/14/2036,2/14/2036,19534,SO52403,49.99
584,2/15/2036,2/15/2036,2/15/2036,25612,SO52404,539.99
214,2/16/2036,2/16/2036,2/16/2036,25612,SO52404,34.99
605,2/17/2036,2/17/2036,2/17/2036,25626,SO52405,539.99
481,2/18/2036,2/18/2036,2/18/2036,25626,SO52405,8.99
562,2/19/2036,2/19/2036,2/19/2036,14426,SO52406,2384.07
376,2/20/2036,2/20/2036,2/20/2036,18307,SO52407,2443.35
376,2/21/2036,2/21/2036,2/21/2036,18252,SO52408,2443.35
361,2/22/2036,2/22/2036,2/22/2036,11412,SO52409,2294.99
485,2/23/2036,2/23/2036,2/23/2036,11412,SO52409,21.98
478,2/24/2036,2/24/2036,2/24/2036,11412,SO52409,9.99
477,2/25/2036,2/25/2036,2/25/2036,11412,SO52409,4.99
217,2/26/2036,2/26/2036,2/26/2036,11412,SO52409,34.99
361,2/27/2036,2/27/2036,2/27/2036,11250,SO52410,2294.99
478,2/28/2036,2/28/2036,2/28/2036,11250,SO52410,9.99
214,2/29/2036,2/29/2036,2/29/2036,11250,SO52410,34.99
535,3/1/2036,3/1/2036,3/1/2036,14053,SO52411,24.99
480,3/2/2036,3/2/2036,3/2/2036,14053,SO52411,2.29
539,3/3/2036,3/3/2036,3/3/2036,14231,SO52412,24.99
528,3/4/2036,3/4/2036,3/4/2036,21190,SO52413,4.99
537,3/5/2036,3/5/2036,3/5/2036,21190,SO52413,35
480,3/6/2036,3/6/2036,3/6/2036,21190,SO52413,2.29
540,3/7/2036,3/7/2036,3/7/2036,16608,SO52414,32.6
529,3/8/2036,3/8/2036,3/8/2036,16608,SO52414,3.99
222,3/9/2036,3/9/2036,3/9/2036,16608,SO52414,34.99
225,3/10/2036,3/10/2036,3/10/2036,18290,SO52415,8.99
583,3/11/2036,3/11/2036,3/11/2036,20839,SO52416,1700.99
539,3/12/2036,3/12/2036,3/12/2036,20839,SO52416,24.99
480,3/13/2036,3/13/2036,3/13/2036,20839,SO52416,2.29
486,3/14/2036,3/14/2036,3/14/2036,14087,SO52417,159
376,3/15/2036,3/15/2036,3/15/2036,23618,SO52418,2443.35
479,3/16/2036,3/16/2036,3/16/2036,23618,SO52418,8.99
477,3/17/2036,3/17/2036,3/17/2036,23618,SO52418,4.99
465,3/18/2036,3/18/2036,3/18/2036,23618,SO52418,24.49
217,3/19/2036,3/19/2036,3/19/2036,11619,SO52419,34.99
488,3/20/2036,3/20/2036,3/20/2036,11091,SO52420,53.99
529,3/21/2036,3/21/2036,3/21/2036,11234,SO52421,3.99
222,3/22/2036,3/22/2036,3/22/2036,11234,SO52421,34.99
539,3/23/2036,3/23/2036,3/23/2036,11287,SO52422,24.99
529,3/24/2036,3/24/2036,3/24/2036,11287,SO52422,3.99
480,3/25/2036,3/25/2036,3/25/2036,11287,SO52422,2.29
484,3/26/2036,3/26/2036,3/26/2036,11287,SO52422,7.95
539,3/27/2036,3/27/2036,3/27/2036,28764,SO52423,24.99
